Cliente,Recencia,Frecuencia,Monto,Sexo,GSE,Edad
5694,1,11,39.453,FEM,ABC1,48
5695,1,3,29.054,MAS,C3,48
5696,1,4,6.39,FEM,C3,46
5697,1,5,20.196,FEM,E,47
5698,1,5,17.57,FEM,D,47
5699,1,4,12.873,FEM,D,47
5700,5,3,6.193,FEM,D,47
5701,7,1,12.588,FEM,C3,47
5702,1,3,22.169,MAS,C3,48
5703,6,2,5.546,MAS,C3,47
5704,1,10,9.526,MAS,E,46
5705,1,7,55.165,FEM,D,50
5706,3,3,5.91,,,
5707,4,2,6.654,MAS,C3,48
5708,1,3,11.576,FEM,D,46
5709,6,4,5.414,FEM,D,46
5710,2,8,12.852,MAS,C3,47
5711,1,12,39.39,MAS,C3,47
5712,1,4,17.624,FEM,C3,47
5713,2,4,5.503,MAS,E,47
5714,2,4,6.219,FEM,ABC1,48
5715,5,1,2.412,,E,
5716,5,2,12.333,FEM,C2,48
5717,1,2,10.623,MAS,C2,48
5718,2,3,24.614,MAS,C2,46
5719,1,6,49.754,MAS,ABC1,47
5720,3,4,10.844,MAS,D,49
5721,1,6,16.028,MAS,ABC1,47
5722,2,1,2.933,MAS,C3,47
5723,2,6,5.588,FEM,C3,48
5724,10,1,9.308,MAS,D,46
5725,1,7,18.521,FEM,E,47
5726,4,1,2.912,MAS,C3,47
5727,1,3,15.251,FEM,ABC1,47
5728,2,3,8.836,MAS,C3,47
5729,2,2,25.077,MAS,C3,49
5730,1,12,12.997,FEM,D,48
5731,2,4,12.618,FEM,D,47
5732,1,9,10.149,FEM,D,48
5733,1,6,19.986,FEM,D,47
5734,2,1,4.947,MAS,C3,47
5735,9,3,10.929,MAS,E,48
5736,1,3,52.728,FEM,C3,48
5737,1,3,7.79,MAS,D,48
5738,1,8,9.044,FEM,E,47
5739,5,1,4.25,MAS,ABC1,48
5740,2,5,9.062,FEM,C3,49
5741,1,3,5.745,MAS,D,48
5742,1,12,72.61,MAS,C3,47
5743,8,1,31.208,FEM,C3,48
5744,4,6,22.657,MAS,C3,48
5745,1,10,33.19,MAS,E,47
5746,1,1,8.524,,,
5747,1,4,76.857,FEM,E,49
5748,2,2,17.946,FEM,D,48
5749,1,12,11.111,MAS,C3,48
5750,1,7,5.526,FEM,E,49
5751,3,1,15.921,FEM,D,48
5752,2,11,53.244,FEM,D,48
5753,4,2,9.173,FEM,ABC1,48
5754,2,11,22.083,FEM,E,48
5755,1,10,38.983,FEM,C3,47
5756,1,12,40.69,FEM,E,49
5757,1,6,59.304,FEM,E,48
5758,1,9,14.635,FEM,C3,47
5759,2,3,20.476,MAS,D,49
5760,1,10,46.238,FEM,D,47
5762,3,1,11.101,FEM,E,48
5763,3,1,23.474,FEM,ABC1,49
5764,1,6,34.768,FEM,ABC1,47
5765,2,5,28.255,FEM,C3,49
5766,3,5,7.24,MAS,C3,48
5767,3,3,18.237,FEM,E,48
5769,1,6,29.914,FEM,C3,48
5770,3,8,15.433,MAS,C3,47
5771,2,4,14.516,MAS,C3,47
5772,1,3,22.094,MAS,E,46
5773,9,1,12.445,FEM,C3,48
5774,6,4,5.744,MAS,C3,50
5775,1,12,25.409,FEM,C3,48
5776,1,8,14.254,MAS,C3,48
5777,1,9,18.766,FEM,E,48
5778,6,2,4.752,FEM,E,46
5779,1,5,23.333,FEM,E,47
5780,1,6,13.401,MAS,C3,46
5781,1,4,5.96,FEM,C3,47
5782,2,5,20.596,FEM,D,48
5783,1,5,13.717,MAS,C3,47
5784,2,2,10.931,FEM,D,46
5785,1,6,8.857,MAS,D,46
5786,2,4,30.602,FEM,C3,46
5787,1,12,67.091,FEM,ABC1,46
5788,7,5,6.824,FEM,D,47
5789,3,4,5.283,MAS,C3,48
5790,3,2,17.99,FEM,D,46
5791,2,7,6.16,FEM,D,51
5792,1,11,19.064,MAS,E,36
5793,1,4,9.423,FEM,C3,54
5794,3,1,12.385,MAS,ABC1,50
5795,1,10,15.401,FEM,C3,44
5796,4,2,9.147,MAS,C3,50
5797,4,3,7.709,FEM,C3,53
5798,1,3,4.525,FEM,C3,53
5799,1,12,34.42,FEM,D,43
5800,2,2,10.278,MAS,D,49
5801,3,2,3.761,FEM,C3,55
5802,4,5,12.681,MAS,D,49
5803,10,1,1.613,MAS,,52
5804,2,3,27.674,MAS,C3,38
5805,1,3,7.033,FEM,ABC1,50
5806,8,1,3.227,MAS,D,51
5807,1,7,22.679,FEM,C3,49
5808,1,9,6.867,FEM,C3,52
5809,1,7,29.234,MAS,ABC1,48
5810,1,2,15.227,MAS,D,51
5811,1,12,44.7,MAS,E,37
5812,1,3,6.652,FEM,C3,51
5813,1,12,62.186,FEM,E,40
5814,2,5,17.292,MAS,C3,39
5815,2,5,6.383,FEM,E,45
5816,1,10,28.751,FEM,C3,38
5817,1,2,10.881,MAS,ABC1,48
5818,1,11,41.114,MAS,C3,49
5819,1,4,10.558,FEM,ABC1,49
5820,1,5,10.302,FEM,C2,52
5821,1,9,9.535,MAS,D,49
5822,1,6,25.317,FEM,E,55
5823,1,4,13.181,FEM,C3,53
5824,1,6,11.47,FEM,C3,48
5825,1,4,9.895,FEM,C3,53
5826,1,2,26.197,MAS,,53
5827,1,7,8.182,MAS,E,47
5828,3,1,8.126,MAS,C3,49
5829,1,8,12.633,MAS,D,52
5830,1,10,43.245,MAS,ABC1,50
5831,1,9,37.696,FEM,C3,54
5832,1,2,23.649,FEM,C3,52
5833,2,3,7.336,FEM,C3,53
5834,2,8,11.701,FEM,D,55
5835,1,2,10.683,FEM,D,53
5836,1,7,6.996,FEM,C3,54
5837,12,1,14.866,FEM,D,50
5838,1,8,11.888,MAS,D,52
5839,1,6,29.214,MAS,C3,51
5840,3,5,21.889,FEM,E,48
5841,1,10,17.129,FEM,D,53
5842,1,12,33.852,MAS,C3,49
5843,1,5,10.282,MAS,C2,50
5844,6,5,6.57,FEM,E,48
5845,1,1,10.244,MAS,D,53
5846,3,2,15.296,MAS,C3,52
5847,1,4,8.291,FEM,ABC1,53
5848,1,9,31.513,FEM,E,50
5849,6,1,9.092,FEM,C3,53
5850,6,3,7.677,MAS,,53
5851,1,1,7.555,FEM,E,52
5852,5,4,24.546,FEM,E,52
5853,3,3,10.902,MAS,C3,53
5854,2,4,22.851,MAS,C3,51
5855,1,12,62.04,FEM,C3,50
5856,5,1,18.559,MAS,E,47
5857,1,4,32.805,MAS,E,51
5858,1,9,46.045,MAS,ABC1,52
5859,1,8,14.511,FEM,E,52
5860,1,12,51.067,MAS,C3,51
5861,1,11,31.127,MAS,C3,53
5862,4,5,14.874,FEM,C3,52
5863,1,12,42.354,FEM,D,50
5864,2,2,10.331,FEM,E,52
5865,2,10,11.731,MAS,D,51
5866,1,3,18.255,FEM,E,47
5867,1,9,15.465,FEM,E,51
5868,2,4,65.647,FEM,ABC1,52
5869,1,8,35.054,MAS,ABC1,47
5870,1,6,16.356,FEM,D,48
5871,2,1,3.782,FEM,ABC1,52
5872,10,1,6.509,MAS,D,50
5873,1,11,36.809,FEM,C3,53
5874,1,10,42.28,FEM,ABC1,50
5875,1,12,39.557,FEM,C3,51
5876,3,7,4.953,FEM,,53
5877,2,7,27.779,FEM,ABC1,53
5878,1,12,57.676,MAS,ABC1,49
5879,1,10,7.206,FEM,C3,50
5880,5,4,3.924,FEM,E,53
5881,1,11,56.114,FEM,ABC1,38
5882,10,2,15.928,FEM,C3,49
5883,1,12,42.264,FEM,C3,52
5884,1,7,16.705,MAS,C3,52
5885,1,10,11.657,FEM,D,50
5886,1,10,52.583,FEM,C3,43
5887,3,4,66.96,MAS,ABC1,49
5888,1,4,19.722,MAS,C3,54
5889,2,3,9.524,FEM,D,51
5890,2,4,4.913,MAS,,42
5891,1,10,22.664,FEM,C2,51
5892,1,5,2.988,MAS,D,53
5893,1,12,79.169,FEM,ABC1,52
5894,10,3,14.373,MAS,D,52
5895,1,5,17.475,MAS,D,53
5896,5,3,7.427,FEM,D,50
5897,3,6,6.403,MAS,C3,51
5898,9,1,6.706,FEM,ABC1,43
5899,1,6,14.953,FEM,D,54
5900,1,12,30.015,MAS,D,51
5901,1,9,32.095,FEM,E,55
5902,2,4,8.452,FEM,C3,47
5903,2,6,3.905,FEM,E,44
5904,1,12,37.509,MAS,C3,51
5905,1,12,23.362,MAS,E,52
5906,2,7,20.192,FEM,D,51
5907,2,3,7.575,FEM,D,47
5908,1,4,79.165,FEM,C3,48
5909,1,5,20.964,MAS,C3,51
5910,2,2,3.773,FEM,D,53
5911,1,4,4.983,FEM,E,54
5912,11,1,16.245,FEM,C3,54
5913,1,1,44.947,MAS,,54
5914,2,9,38.269,FEM,D,52
5915,1,10,57.457,FEM,C3,51
5916,5,1,20.54,MAS,ABC1,45
5917,2,4,12.371,MAS,C3,52
5918,1,12,74.959,FEM,C3,53
5919,1,7,17.031,FEM,C3,51
5920,3,1,10.841,FEM,D,56
5921,2,2,1.28,MAS,C3,52
5922,2,3,33.806,FEM,C3,52
5923,1,4,22.57,FEM,C3,54
5924,1,11,37.804,MAS,C3,48
5925,4,1,14.429,FEM,D,49
5926,2,2,7.271,FEM,D,51
5927,1,8,12.451,MAS,D,52
5928,1,8,17.498,MAS,C3,52
5929,1,7,12.921,FEM,C3,50
5930,1,3,10.153,MAS,C3,51
5931,3,1,5.816,MAS,C3,48
5932,6,1,6.597,FEM,D,52
5933,1,8,30.13,FEM,ABC1,40
5934,3,6,16.197,FEM,C3,48
5935,1,9,18.848,MAS,D,50
5936,2,9,5.71,FEM,D,47
5937,1,10,9.207,FEM,D,48
5938,1,9,19.179,FEM,D,50
5940,2,5,22.958,MAS,ABC1,51
5941,1,6,20.198,MAS,D,50
5942,2,2,2.017,MAS,C3,50
5943,1,11,22.019,MAS,D,52
5944,1,7,41.007,MAS,D,38
5945,1,2,4.465,FEM,D,52
5946,1,5,13.403,MAS,C3,51
5947,1,12,50.133,MAS,C3,53
5948,1,12,32.636,FEM,D,46
5949,1,2,20.54,MAS,C2,50
5950,8,1,7.231,FEM,E,53
5951,1,4,27.446,MAS,C3,46
5952,1,9,19.906,FEM,C3,49
5953,1,4,19.762,FEM,ABC1,50
5954,1,6,24.994,MAS,D,53
5955,1,3,18.183,MAS,C3,52
5956,1,12,18.586,FEM,C3,51
5957,2,2,18.957,FEM,D,52
5958,1,10,15.048,FEM,D,51
5959,9,3,28.247,FEM,D,47
5960,10,1,6.618,FEM,C3,50
5961,2,2,4.44,MAS,D,50
5962,1,11,38.694,MAS,C2,48
5963,5,3,23.955,MAS,C3,38
5964,3,4,7.714,MAS,C3,51
5965,2,8,41.318,MAS,C2,49
5966,1,7,15.47,FEM,D,52
5967,12,1,2,MAS,E,52
5968,1,7,49.87,FEM,C3,38
5969,1,4,13.856,FEM,C3,49
5970,2,10,15.04,FEM,C3,54
5971,1,11,49.826,MAS,C3,49
5972,1,2,96.779,FEM,C3,55
5973,1,3,14.988,FEM,,52
5974,1,11,16.248,FEM,C3,47
5975,5,2,6.711,MAS,D,51
5976,1,10,23.271,MAS,C3,52
5977,1,12,55.726,MAS,C3,39
5978,1,5,9.131,FEM,E,49
5979,2,5,3.899,MAS,D,51
5980,1,8,31.824,MAS,D,52
5981,1,2,6.559,FEM,C3,52
5982,7,1,32.024,FEM,D,53
5983,10,1,14.503,MAS,C2,51
5984,1,4,18.368,MAS,C3,52
5985,1,5,23.812,FEM,D,52
5986,1,8,42.337,FEM,E,51
5987,2,6,19.801,MAS,E,52
5988,1,12,48.173,FEM,C3,50
5989,1,10,30.583,FEM,C3,49
5990,2,3,12.345,FEM,C3,54
5991,7,1,2.504,MAS,C3,55
5992,1,11,56.166,FEM,C2,45
5993,8,1,2.396,MAS,C2,52
5994,1,6,15.391,FEM,D,54
5995,1,12,33.477,MAS,D,40
5996,1,6,22.625,FEM,C3,53
5997,1,1,16.8,FEM,E,43
5998,9,1,26.807,MAS,D,51
5999,1,10,13.593,MAS,C3,52
6000,1,2,10.139,FEM,,55
6001,1,9,15.457,FEM,C2,47
6002,2,5,23.509,FEM,C3,41
6003,2,9,10.962,MAS,D,47
6004,1,1,16.271,FEM,C3,53
6005,3,3,39.855,FEM,C3,54
6006,9,2,8.94,FEM,E,51
6007,1,5,16.112,MAS,D,52
6008,1,9,8.125,FEM,D,49
6009,1,12,61.535,MAS,D,41
6010,1,8,13.373,FEM,C3,51
6011,3,2,2.516,FEM,D,48
6012,2,1,20.822,MAS,C3,48
6013,1,11,46.422,FEM,E,52
6014,2,6,13.658,MAS,E,50
6015,4,4,18.42,MAS,C2,37
6016,1,1,9.059,FEM,D,52
6017,7,1,18.877,MAS,C3,51
6018,2,4,16.782,MAS,E,42
6019,1,5,25.004,MAS,C2,43
6020,1,3,13.357,FEM,C3,43
6021,4,3,11.198,FEM,C2,53
6022,3,1,3.468,FEM,C3,56
6023,10,1,30.403,MAS,,44
6024,3,8,13.76,FEM,C3,51
6025,1,6,4.784,FEM,C3,50
6026,1,2,10.492,MAS,C3,52
6027,3,7,13.829,FEM,E,53
6028,9,1,1.029,FEM,D,51
6029,1,12,23.034,MAS,D,38
6030,1,11,41.685,MAS,ABC1,52
6031,1,12,36.98,MAS,C3,52
6032,2,1,4.614,MAS,C3,51
6033,1,5,10.162,FEM,C2,51
6034,9,1,3.672,FEM,E,52
6035,8,1,8.024,MAS,E,50
6036,11,1,34.763,MAS,D,52
6037,1,11,62.748,FEM,ABC1,51
6038,1,6,22.956,FEM,C3,48
6039,2,1,3.466,MAS,D,52
6040,3,1,9.748,MAS,C3,52
6041,4,5,15.071,MAS,E,52
6042,1,7,8.819,FEM,E,52
6043,1,8,38.246,FEM,D,51
6044,1,9,27.898,MAS,C3,52
6045,1,5,10.3,MAS,C3,49
6046,7,1,3.403,MAS,C3,47
6047,5,2,11.346,FEM,C3,47
6048,9,1,9.798,FEM,D,49
6049,4,7,15.161,FEM,ABC1,45
6050,1,11,20.745,FEM,C3,47
6051,2,3,9.292,MAS,C3,50
6052,1,5,27.956,FEM,ABC1,54
6053,3,6,6.113,FEM,E,54
6054,1,7,11.941,MAS,D,50
6055,1,12,20.036,FEM,D,50
6056,1,7,9.781,FEM,ABC1,47
6057,1,6,41.57,MAS,C3,49
6058,1,12,66.282,FEM,C3,41
6059,5,4,5.252,FEM,C3,41
6061,1,7,15.419,FEM,C3,49
6062,3,5,10.873,FEM,C3,51
6063,7,2,16.168,FEM,D,49
6064,6,1,15.921,FEM,C3,53
6065,1,9,52.835,MAS,D,49
6066,6,3,10.828,MAS,D,38
6067,1,9,30.646,FEM,ABC1,46
6068,1,8,25.469,FEM,D,50
6069,1,1,0.803,MAS,E,44
6070,1,6,13.468,FEM,ABC1,39
6071,3,1,5.047,MAS,D,47
6072,1,2,5.946,FEM,D,48
6073,1,10,12.229,MAS,D,50
6074,4,4,10.791,FEM,D,48
6075,4,2,2.741,FEM,,44
6076,1,6,19.208,MAS,C3,42
6077,3,6,7.178,FEM,D,37
6078,1,6,20.407,FEM,C3,42
6079,1,5,35.388,MAS,C3,39
6080,1,7,31.476,FEM,ABC1,52
6081,8,2,13.794,FEM,D,35
6082,1,9,14.51,MAS,E,48
6083,2,6,14.723,FEM,C3,50
6084,2,10,33.321,MAS,C3,49
6085,10,1,3.765,FEM,C3,51
6086,7,3,12.043,FEM,D,49
6087,2,5,13.409,FEM,C3,37
6088,1,6,13.956,FEM,ABC1,39
6089,2,4,12.8,FEM,ABC1,44
6090,2,2,24.398,MAS,E,52
6091,1,9,5.032,MAS,C3,50
6092,2,4,17.918,MAS,C3,42
6093,1,12,20.6,MAS,D,48
6094,1,7,27.961,FEM,ABC1,50
6095,1,10,4.807,FEM,E,50
6096,1,10,64.643,FEM,ABC1,50
6097,2,1,17.218,MAS,ABC1,39
6098,1,7,55.833,MAS,D,51
6099,1,9,26.618,MAS,ABC1,47
6100,1,5,57.874,FEM,C2,48
6101,7,5,14.926,MAS,D,49
6102,1,3,10.359,FEM,C3,53
6103,4,3,9.157,FEM,C3,49
6104,1,10,19.05,FEM,C3,51
6105,1,4,8.048,MAS,D,48
6106,1,10,30.683,FEM,C3,48
6107,11,1,11.424,FEM,ABC1,51
6108,2,2,20.044,FEM,D,52
6109,2,11,45.886,MAS,C3,52
6110,3,1,5.946,MAS,C3,51
6111,1,2,6.31,FEM,,51
6112,1,2,10.661,FEM,C3,51
6113,1,10,14.834,MAS,D,51
6114,2,4,11.778,MAS,E,53
6115,6,2,34.966,FEM,D,52
6116,1,9,15.527,MAS,C3,51
6117,2,5,17.737,MAS,E,50
6118,1,11,26.931,FEM,D,51
6119,9,1,7.378,MAS,D,51
6120,12,1,26.929,MAS,D,49
6121,2,10,37.112,FEM,C3,52
6122,1,5,30.312,MAS,C3,37
6123,1,4,13.326,FEM,C3,49
6124,1,7,34.446,FEM,C3,49
6125,1,9,21.569,FEM,C3,50
6126,1,11,20.095,FEM,C3,49
6127,9,1,5.029,MAS,ABC1,50
6128,1,5,42.861,FEM,D,48
6129,1,5,12.963,FEM,C3,51
6130,1,3,19.995,MAS,C3,48
6131,1,10,19.426,MAS,ABC1,49
6132,4,1,15.692,FEM,C3,46
6133,5,1,11.933,FEM,ABC1,51
6134,1,5,27,FEM,C3,51
6135,1,11,7.95,MAS,C3,46
6136,3,4,18.092,FEM,E,49
6137,4,1,19.36,MAS,C3,48
6138,1,12,63.48,FEM,C2,52
6139,3,2,14.399,FEM,C3,51
6140,1,10,12.437,FEM,C3,51
6141,2,5,25.641,FEM,C3,49
6142,11,1,5.234,MAS,C3,49
6143,1,3,39.88,MAS,C3,49
6144,1,1,105.087,FEM,C3,40
6145,1,4,28.054,FEM,D,48
6146,9,1,1.578,FEM,D,47
6147,1,6,25.39,MAS,C3,48
6148,1,10,41.458,MAS,C3,47
6149,2,7,15.877,FEM,C3,47
6150,1,10,7.453,MAS,D,39
6151,3,6,13.829,MAS,C3,46
6152,1,3,6.05,FEM,E,48
6153,7,1,15.08,MAS,C2,35
6154,1,8,42.825,MAS,C3,38
6155,9,3,19.87,FEM,D,54
6156,2,11,20.639,MAS,C2,44
6157,1,2,13.465,MAS,C3,45
6158,1,8,35.36,MAS,ABC1,42
6159,12,1,13.765,MAS,C3,48
6160,1,5,8.08,MAS,C3,48
6161,1,12,17.943,MAS,D,48
6162,1,10,22.394,FEM,C3,51
6163,1,3,17.496,MAS,D,49
6165,1,6,15.022,FEM,ABC1,48
6166,4,6,7.282,MAS,C3,44
6167,1,2,1.486,FEM,D,48
6168,2,10,7.023,FEM,C3,53
6169,1,9,40.717,MAS,ABC1,50
6170,3,3,92.307,FEM,C3,49
6171,1,7,18.711,MAS,C3,42
6172,3,3,26.781,FEM,C2,43
6173,1,6,7.067,FEM,C3,48
6174,6,2,17.087,FEM,D,47
6175,1,9,36.204,FEM,ABC1,51
6176,1,11,19.034,FEM,ABC1,46
6177,5,3,8.923,MAS,C3,51
6178,1,12,43.965,FEM,E,52
6179,1,6,23.846,FEM,C3,49
6181,1,8,24.242,MAS,C3,38
6182,2,7,10.275,MAS,C3,44
6183,6,1,17.472,MAS,ABC1,53
6184,1,4,31.065,FEM,D,54
6185,3,7,23.767,FEM,C3,37
6186,1,8,13.913,FEM,E,53
6187,1,1,1.403,FEM,E,53
6188,2,2,2.347,,C3,
6189,3,2,5.68,FEM,D,49
6190,1,2,15.004,MAS,D,51
6191,2,5,13.804,FEM,C3,53
6192,3,5,14.965,FEM,C3,37
6193,8,1,3.345,FEM,D,49
6195,1,4,3.158,FEM,E,50
6196,1,4,11.552,FEM,E,51
6197,6,3,18.16,FEM,C3,52
6198,1,6,8.326,FEM,D,51
6199,1,12,30.054,MAS,D,50
6200,1,5,13.46,FEM,C3,52
6201,11,1,6.933,FEM,D,49
6202,3,3,15.471,MAS,ABC1,48
6203,1,10,15.292,MAS,C3,51
6204,2,11,17.592,MAS,C3,50
6205,2,9,24.365,FEM,C3,53
6206,1,4,3.606,FEM,C3,49
6207,1,11,18.162,MAS,C3,37
6208,1,12,49.006,FEM,C3,50
6209,1,12,28.923,MAS,C3,51
6211,1,12,77.361,MAS,ABC1,48
6212,3,6,28.703,FEM,C3,49
6213,1,5,14.514,MAS,C3,49
6214,1,10,6.242,FEM,E,51
6215,2,3,12.06,MAS,,50
6216,1,3,4.987,FEM,D,51
6217,1,5,29.89,FEM,ABC1,50
6218,1,3,23.229,MAS,D,50
6219,1,8,38.708,FEM,C3,51
6220,1,11,18.356,FEM,E,52
6221,1,11,21.86,MAS,C3,50
6222,5,1,12.845,MAS,ABC1,50
6223,1,12,55.688,MAS,E,50
6225,1,11,31.842,MAS,C3,49
6226,1,10,7.924,FEM,C3,50
6227,10,1,20.235,FEM,C3,50
6228,3,6,7.708,FEM,D,50
6229,1,7,3.991,MAS,E,51
6230,1,5,6.885,MAS,C3,51
6231,1,7,4.464,MAS,D,51
6232,1,12,54.765,FEM,C3,50
6233,5,1,1.664,FEM,D,50
6234,6,3,27.05,FEM,D,50
6235,5,2,18.021,FEM,E,53
6236,3,7,16.552,MAS,E,51
6237,1,9,40.08,MAS,C2,51
6238,8,3,14.091,FEM,C3,52
6239,2,8,17.666,MAS,C2,48
6240,2,3,9.589,FEM,C3,46
6241,2,2,15.622,FEM,C3,56
6242,1,7,19.576,MAS,C3,50
6243,1,9,22.113,FEM,C3,52
6244,4,1,10.689,MAS,C3,52
6245,1,11,70.329,FEM,ABC1,48
6246,2,2,9.545,MAS,ABC1,48
6247,1,4,28.033,MAS,C3,51
6248,1,6,42.467,FEM,ABC1,50
6249,2,7,28.646,MAS,C2,52
6250,1,9,56.013,FEM,D,52
6251,1,11,29.432,FEM,D,47
6252,1,12,48.212,MAS,C3,50
6253,5,2,3.664,FEM,D,53
6254,6,3,31.819,FEM,D,49
6255,3,3,24.978,FEM,C3,51
6256,7,3,5.393,FEM,C3,49
6257,10,1,10.139,FEM,ABC1,48
6258,10,2,21.436,FEM,D,52
6259,1,12,59.619,FEM,ABC1,48
6260,2,5,18.391,MAS,C3,51
6261,1,12,56.3,MAS,ABC1,49
6262,1,4,33.869,MAS,C2,50
6263,1,7,19.502,MAS,C3,48
6264,1,8,30.248,FEM,ABC1,50
6265,1,5,24.532,MAS,ABC1,49
6266,1,7,13.242,MAS,C3,38
6267,1,12,60.625,FEM,ABC1,51
6268,3,4,13.311,FEM,D,51
6269,3,4,37.112,FEM,C3,49
6270,2,9,53.398,MAS,ABC1,48
6271,1,6,5.026,MAS,C3,48
6272,1,10,22.842,MAS,D,51
6273,1,3,15.53,FEM,D,51
6274,8,2,7.389,FEM,C3,49
6275,8,4,12.212,FEM,D,53
6276,1,6,17.665,FEM,C3,48
6277,1,11,32.092,MAS,D,47
6279,1,8,9.231,FEM,E,50
6280,1,7,13.295,MAS,C3,52
6281,1,7,13.103,FEM,C2,53
6282,2,3,14.336,FEM,E,52
6283,1,12,12.596,MAS,E,45
6284,1,12,18.893,MAS,E,43
6285,1,9,20.228,MAS,C3,51
6286,2,9,21.783,FEM,D,50
6287,2,5,9.347,FEM,C3,49
6288,3,1,13.092,MAS,,51
6289,1,10,20.995,FEM,D,50
6290,1,4,11.633,FEM,C3,50
6291,1,9,23.711,MAS,D,48
6292,1,4,15.871,MAS,C3,45
6293,1,9,12.385,FEM,D,50
6294,2,2,3.982,FEM,C3,51
6295,11,1,9.798,FEM,E,56
6296,3,2,17.969,FEM,E,50
6297,1,12,22.812,FEM,E,49
6298,1,1,8.555,MAS,E,48
6299,1,9,8.676,MAS,C3,50
6300,2,3,26.164,FEM,E,48
6301,3,3,16.963,MAS,D,50
6302,10,1,2.983,FEM,D,48
6303,1,10,29.559,MAS,E,10
6304,8,1,18.891,MAS,E,49
6305,1,2,34.78,FEM,C2,49
6306,4,4,14.218,FEM,C3,49
6307,3,2,21.886,FEM,E,48
6308,1,4,34.309,FEM,D,49
6309,1,12,52.381,FEM,D,49
6310,4,1,1.672,FEM,E,48
6311,1,9,17.819,FEM,D,49
6312,2,7,8.05,FEM,D,49
6313,1,5,16.191,FEM,C3,50
6314,7,1,22.937,FEM,C3,48
6315,9,4,11.164,FEM,C3,48
6316,1,12,28.124,FEM,C3,48
6317,1,10,34.851,MAS,E,41
6318,1,2,18.181,MAS,D,51
6319,5,5,8.71,MAS,E,52
6320,4,1,6.215,FEM,E,46
6321,3,7,22.292,MAS,C3,36
6322,1,12,72.017,MAS,C3,50
6323,1,7,16.54,MAS,C3,47
6324,1,3,41.111,MAS,E,52
6325,2,8,20.83,FEM,ABC1,35
6326,2,10,30.302,FEM,C3,51
6327,4,2,8.033,MAS,D,49
6328,1,9,70.738,FEM,C3,50
6329,1,12,34.032,MAS,C3,52
6330,4,2,8.631,MAS,C2,48
6331,1,5,5.714,MAS,D,47
6332,1,5,24.561,FEM,C3,50
6333,2,8,3.42,MAS,E,51
6334,3,10,2.866,FEM,C3,48
6335,1,12,32.367,MAS,C3,49
6336,1,9,31.71,FEM,D,50
6337,1,12,22.72,FEM,D,52
6338,3,3,4.723,MAS,C3,50
6339,1,6,25.57,FEM,D,47
6340,3,6,9.4,MAS,C3,52
6341,1,4,12.808,FEM,D,43
6342,4,2,9.904,FEM,D,49
6343,1,12,73.666,MAS,D,48
6344,1,2,6.198,FEM,C3,50
6345,4,4,3.188,MAS,C3,49
6346,1,12,20.248,MAS,C3,49
6347,3,4,11.165,FEM,C3,52
6348,1,7,20.777,MAS,C3,48
6349,1,12,66.184,FEM,,53
6350,1,3,12.694,MAS,D,52
6351,4,3,17.553,MAS,C3,49
6352,1,8,23.685,MAS,D,47
6353,4,4,7.91,FEM,E,51
6354,11,1,7.588,FEM,C3,47
6355,1,11,27.726,MAS,ABC1,49
6356,12,1,0.832,FEM,,51
6357,1,2,5.337,FEM,D,50
6358,2,6,13.014,FEM,C3,41
6359,1,11,26.66,MAS,C2,47
6360,5,2,6.706,FEM,D,48
6361,1,6,30.779,MAS,E,49
6362,1,7,31.009,FEM,C3,52
6363,1,3,26.666,FEM,E,51
6364,8,1,1.867,FEM,ABC1,54
6365,1,8,11.238,MAS,C3,50
6366,7,1,11.347,FEM,C3,42
6367,1,12,66.16,MAS,C3,51
6369,1,5,25.273,FEM,ABC1,44
6370,1,1,7.883,FEM,C3,49
6371,6,3,2.401,FEM,C3,51
6372,6,3,14.996,FEM,C3,53
6373,2,6,7.792,FEM,C3,51
6374,1,11,50.819,MAS,ABC1,48
6375,2,11,51.98,MAS,D,45
6376,1,9,68.718,FEM,C3,49
6377,5,5,29.271,FEM,D,49
6378,1,6,33.884,FEM,C3,39
6379,1,9,33.24,FEM,C3,40
6380,1,2,5.307,FEM,C2,44
6381,2,7,18.406,MAS,ABC1,47
6382,1,6,18.12,FEM,C3,37
6383,1,11,11.786,MAS,E,39
6384,1,5,9.695,MAS,C3,37
6385,1,1,2.471,FEM,E,37
6386,1,10,27.117,MAS,D,47
6387,1,10,18.383,MAS,D,39
6388,7,1,5.874,FEM,D,47
6389,1,1,50.265,MAS,C3,46
6390,12,1,4.084,MAS,D,45
6391,1,1,12.171,FEM,,44
6392,1,4,11.187,FEM,C3,38
6393,1,7,43.012,MAS,ABC1,47
6394,7,1,11.934,MAS,C3,37
6395,1,10,42.655,FEM,D,48
6396,1,9,24.031,MAS,C3,50
6397,1,10,21.992,FEM,C3,50
6398,1,2,9.474,MAS,D,49
6399,1,5,11.423,FEM,D,50
6400,1,11,65.963,MAS,C3,50
6401,4,4,7.588,MAS,C3,44
6402,3,2,12.374,MAS,C3,50
6403,1,7,28.29,MAS,C3,50
6404,1,7,31.103,FEM,D,35
6405,2,9,37.598,MAS,D,47
6406,1,10,52.491,MAS,D,51
6407,1,8,23.109,MAS,C3,50
6408,1,4,17.882,MAS,C3,51
6409,1,5,18.295,MAS,C3,51
6410,1,5,9.96,MAS,C3,45
6411,5,4,8.34,MAS,C3,47
